Comp_OID,Symbolic_name,CodingSystemName,SubmitterFirst,SubmitterLast,Submitter_Email,Submitter2,Contact_person_desc,Contact_person_address,Contact_person_phone,Contact_person_email,Contact_person_info,Resp_body_name,Resp_body_address,Resp_body_phone,Resp_body_email,Resp_body_URL,Resp_body_Type,Resp_body_oid,External_OID_flag,externalOIDsubType,replacedBy,Oid_Type,assignment_status,AA_OID,AA_description,Object_description,Date_begun,Date_finalized,Entry_Timestamp,T396mnemonic,Preferred_Realm
2.16.840.1.113883.18.192,organDonorCodes,Organ Donor Codes,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,Code system of concepts specifying whether the patient wants to donate his/her organs and whether an organ donor card or similar documentation is on file with the healthcare organization.   Used in HL7 Version 2.x messaging in the Patient Visit - Additional Information ( PV2) and Patient Additional Demographic (PD1) segments.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.193,annotations,Annotations,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,Code system of concepts specifying the coded entry associated with a given point in time during the waveform recording.  Used in HL7 Version 2.x messaging in the Observation Result (OBX) Another Observation (ANO) segments.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.194,dispenseMethod,Dispense Method,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,HL7-definde code system of concepts specifying the method by which treatment is dispensed.  Used in HL7 Version 2.x messaging in the Pharmacy/Treatment Encoded order (RXE) and Pharmacy/Treatment dispense (RXD) segments.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.195,completionStatus,Completion Status,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,HL7-defined code system of concepts specifying the status of the treatment administration event segment.  Used in HL7 Version 2.x messaging in the Pharmacy Order Administration (RXA) segment.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.196,actionCodes,Action Code,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,"HL7-defined code system ofstatus codes of record operation. Used in Version 2 messaging, these are used in the RXA segment in the vaccine messages, where a method of correcting vaccination information transmitted with incorrect patient identifying information is needed.  As of version 2.6, this table was replaced with table 0206, whose values are defined by code system xxxx.",2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.197,locationCharacteristic,Location Characteristic ID,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,Code system of concepts specifying an identifier code to show which characteristic is being communicated with the segment.  Used in HL7 Version 2.x messaging in the Location Characteristic (LCH) segment.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.198,locationRelationship,Location Relationship ID,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,Code system of concepts specifying an identifier code to show which relationship is being communicated with the segment.  Used in HL7 Version 2.x messaging in the Location Relationship (LRL) segment.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.199,visitIndicator,Visit Indicator,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,"Code system of concepts specifying the level on which data are being sent.  It is the indicator used to send data at two levels, visit and account.  HL7 recommends sending an ""A"" or no value when the data in the message are at the account level or ""V"" to indicate that the data sent in the message are at the visit level.  Used in HL7 Version 2.x messaging in the Patient Visit (PV1) segment.",2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.20,whatSubjectFilter,What subject filter,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,HL7-defined code system of concepts which specify the kind of information that is required to satisfy a query request.  The values define the type of transaction inquiry.  Used in HL7 Version 2 messaging in the URD segment.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.200,quantityMethod,Quantity Method,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,HL7-defined code system of concepts used to specify the method by which the quantity distributed is measured.   Used in HL7 Version 2.x messaging in the Product Summary Header (PSH) segment.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.201,marketingBasis,Marketing Basis,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,HL7-defined code system of concepts used to specify the basis for marketing approval.   Used in HL7 Version 2.x messaging in the Product Detail Country (PDC) segment.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.202,facilityType,Facility Type,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,HL7-defined code system of concepts used to specify the type of facility.   Used in HL7 Version 2.x messaging in the Facility (FAC) segment.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.203,sourceType,Source type,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,HL7-defined code system of concepts used to specify the type of facility.   Used in HL7 Version 2.x messaging in the Facility (FAC) segment.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.204,disabilityInformationRelationship,Disabled Person Relationship,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,"Code system of concepts used to specify to which person the disability information relates in the message.  For example, if the value is PT, the disability information relates to the patient.  Used in HL7 Version 2.x messaging in the Disability (DB1) segment.",2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.205,repeatPattern,Repeat Pattern,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,Code system of concepts used to specify the interval between repeated services.  Used in HL7 Version 2.x messaging in the RI datatype and RPT segment.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.206,referralReason,Referral Reason,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,Code system of concepts used to specify the reason for which the referral will take place.  Used in HL7 Version 2.x messaging in the Referral Information (RF1) segment.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.207,certificationStatus,Certification Status,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,HL7-defined code system of concepts used to specify the status of the practitioner's speciality certification.  Used in HL7 Version 2.x messaging in the Specialty Description (SPD) value and Practitioner Detail (PRA) segment.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.208,practitionerIdNumberType,Practitioner ID Number Type,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,Code system of concepts used to specify the type of number used for the practitioner identification.  Used in HL7 Version 2.x messaging in the Practitioner License or Other ID Number (PLN) value as well as the Provider Data (PRD) and Contact Data (CTD)segments.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.209,advancedBeneficiaryNotice,Advanced Beneficiary Notice Code,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,"Code system of concepts specifying the status of the patient's or the patient's representative's consent for responsibility to pay for potentially uninsured services. This element was introduced to satisfy CMS Medical Necessity requirements for outpatient services in the United States. Includes concepts such as (a) whether the associated diagnosis codes for the service are subject to medical necessity procedures, (b) whether, for this type of service, the patient has been informed that they may be responsible for payment for the service, and (c) whether the patient agrees to be billed for this service.  Used in HL7 Version 2.x messaging in the ORC and FT1 segments.",2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.21,diagnosisType,Diagnosis Type,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,Code system of concepts specifying a type of diagnosis being sent.  Used in HL7 Version 2.x messaging in the DG1 segment..,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.210,patientsRelationshipToInsured,Patient's Relationship to Insured,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,"Code system of concepts used to specify the relationship of the patient to the insured, as defined by CMS or other regulatory agencies.  Used in HL7 Version 2.x messaging in the Insurance Additional Information (IN2) segment.",2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.213,cweStatuses,CWE statuses,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,"HL7-defined code system of comcepts that represent an exception identifier code; that is, a code that is not defined in the value set (either model or site-extended).  These are occationsally referred to a 'flavors of null' although this set of concepts is specific to the CWE datatype used in HL7 Version 2.x messaging, and the codes may be used in the 'identifier' component of the 'triplets' in that datatype.",2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.214,messageStructure,Message Structure,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,HL7-defined code system of abstract message structure codes. Each code identifies a specific message structure abstract syntax as published in the HL7 Version 2 standard.  Used in HL7 Version 2.x messaging in the MSH segment.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.215,primaryKeyValueType,Primary Key Value Type,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,HL7-defined code system of concepts used to specify the type for the master file record identifier.  Used in HL7 Version 2.x messaging in the Master File Entry (MFE) segment.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.216,alternateCharacterSetHandlingScheme,Alternate Character Set Handling Scheme,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,"HL7-defined code system of concept that specify the scheme used when any alternative character sets are specified in the second or later iterations of MSH-18 Character Set, and if any special handling scheme is needed.  Used in HL7 Version 2.x messaging in the MSH segment.",2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.217,messageErrorCondition,Message error condition codes,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,HL7-defined code system of concepts specifying the HL7 (communications) error code.  Used in the ERR segment in HL7 Version 2.x messaging.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.218,diagnosisPriority,Diagnosis Priority,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,"Code system of concepts that identify the significance or priority of the diagnosis code.  Note that the codes are numeric, and the number of the code represents the ordinal priority of the associated diagnosis.  Used in the DG1 segment in HL7 Version 2.x messaging. The predefined codes are the most common, and just a starter set, as the codes are an unbounded list; additional ranked procedures may be signified by incrementing the code value as needed.",2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
